# of txns (including aborted) during benchmark period: 52396
READ_ITEM: 1 ms, EndTime: 339450126124800
READ_ITEM: 1 ms, EndTime: 339450127434800
READ_ITEM: 0 ms, EndTime: 339450128347100
UPDATE_ITEM: 1 ms, EndTime: 339450129677500
READ_ITEM: 0 ms, EndTime: 339450130509600
UPDATE_ITEM: 1 ms, EndTime: 339450131702600
READ_ITEM: 0 ms, EndTime: 339450132668000
UPDATE_ITEM: 1 ms, EndTime: 339450133794100
READ_ITEM: 0 ms, EndTime: 339450134720200
UPDATE_ITEM: 1 ms, EndTime: 339450136118400
UPDATE_ITEM: 2 ms, EndTime: 339450138596400
READ_ITEM: 0 ms, EndTime: 339450139482900
READ_ITEM: 1 ms, EndTime: 339450140667100
UPDATE_ITEM: 1 ms, EndTime: 339450141849000
UPDATE_ITEM: 1 ms, EndTime: 339450143032900
UPDATE_ITEM: 1 ms, EndTime: 339450144215100
READ_ITEM: 0 ms, EndTime: 339450145181500
READ_ITEM: 0 ms, EndTime: 339450146159200
UPDATE_ITEM: 1 ms, EndTime: 339450147530400
UPDATE_ITEM: 2 ms, EndTime: 339450149842000
UPDATE_ITEM: 1 ms, EndTime: 339450150960700
READ_ITEM: 0 ms, EndTime: 339450151728800
READ_ITEM: 0 ms, EndTime: 339450152438900
UPDATE_ITEM: 1 ms, EndTime: 339450153469900
UPDATE_ITEM: 1 ms, EndTime: 339450154606400
UPDATE_ITEM: 1 ms, EndTime: 339450155715100
UPDATE_ITEM: 1 ms, EndTime: 339450157518500
UPDATE_ITEM: 2 ms, EndTime: 339450159554500
READ_ITEM: 0 ms, EndTime: 339450160371500
READ_ITEM: 0 ms, EndTime: 339450161222600
UPDATE_ITEM: 1 ms, EndTime: 339450162311300
READ_ITEM: 0 ms, EndTime: 339450163119900
READ_ITEM: 0 ms, EndTime: 339450163910500
READ_ITEM: 0 ms, EndTime: 339450164669400
UPDATE_ITEM: 1 ms, EndTime: 339450165946900
UPDATE_ITEM: 1 ms, EndTime: 339450167153100
READ_ITEM: 0 ms, EndTime: 339450168071500
READ_ITEM: 0 ms, EndTime: 339450168891200
UPDATE_ITEM: 1 ms, EndTime: 339450169929600
READ_ITEM: 0 ms, EndTime: 339450170636600
UPDATE_ITEM: 1 ms, EndTime: 339450172516200
UPDATE_ITEM: 1 ms, EndTime: 339450174167600
READ_ITEM: 0 ms, EndTime: 339450174996700
READ_ITEM: 0 ms, EndTime: 339450175884900
UPDATE_ITEM: 1 ms, EndTime: 339450176924000
UPDATE_ITEM: 1 ms, EndTime: 339450178079000
UPDATE_ITEM: 1 ms, EndTime: 339450179162100
READ_ITEM: 0 ms, EndTime: 339450179830500
READ_ITEM: 0 ms, EndTime: 339450180494500
READ_ITEM: 0 ms, EndTime: 339450181182500
READ_ITEM: 0 ms, EndTime: 339450181841900
READ_ITEM: 0 ms, EndTime: 339450182498300
UPDATE_ITEM: 1 ms, EndTime: 339450184245400
UPDATE_ITEM: 1 ms, EndTime: 339450185367000
READ_ITEM: 0 ms, EndTime: 339450186133700
READ_ITEM: 0 ms, EndTime: 339450186922700
UPDATE_ITEM: 1 ms, EndTime: 339450188014400
READ_ITEM: 0 ms, EndTime: 339450188773900
UPDATE_ITEM: 1 ms, EndTime: 339450189801800
READ_ITEM: 1 ms, EndTime: 339450190885700
READ_ITEM: 0 ms, EndTime: 339450191642300
READ_ITEM: 0 ms, EndTime: 339450192402200
UPDATE_ITEM: 0 ms, EndTime: 339450193380900
UPDATE_ITEM: 0 ms, EndTime: 339450194377000
READ_ITEM: 0 ms, EndTime: 339450195095700
UPDATE_ITEM: 1 ms, EndTime: 339450196616400
READ_ITEM: 0 ms, EndTime: 339450197298800
READ_ITEM: 0 ms, EndTime: 339450198034700
UPDATE_ITEM: 0 ms, EndTime: 339450199026700
UPDATE_ITEM: 0 ms, EndTime: 339450200029100
UPDATE_ITEM: 1 ms, EndTime: 339450201160100
READ_ITEM: 0 ms, EndTime: 339450201958800
UPDATE_ITEM: 1 ms, EndTime: 339450202985800
READ_ITEM: 0 ms, EndTime: 339450203709000
READ_ITEM: 0 ms, EndTime: 339450204369300
READ_ITEM: 0 ms, EndTime: 339450205037000
READ_ITEM: 0 ms, EndTime: 339450205852000
READ_ITEM: 0 ms, EndTime: 339450206544200
READ_ITEM: 0 ms, EndTime: 339450207379700
READ_ITEM: 0 ms, EndTime: 339450208050600
READ_ITEM: 1 ms, EndTime: 339450209258000
READ_ITEM: 0 ms, EndTime: 339450209926700
UPDATE_ITEM: 1 ms, EndTime: 339450211421200
UPDATE_ITEM: 1 ms, EndTime: 339450212439400
UPDATE_ITEM: 0 ms, EndTime: 339450213439200
UPDATE_ITEM: 0 ms, EndTime: 339450214433100
UPDATE_ITEM: 1 ms, EndTime: 339450215565600
UPDATE_ITEM: 1 ms, EndTime: 339450217099700
READ_ITEM: 0 ms, EndTime: 339450217850600
READ_ITEM: 0 ms, EndTime: 339450218632600
READ_ITEM: 0 ms, EndTime: 339450219324300
READ_ITEM: 0 ms, EndTime: 339450220015500
UPDATE_ITEM: 0 ms, EndTime: 339450221007100
READ_ITEM: 0 ms, EndTime: 339450221695300
READ_ITEM: 0 ms, EndTime: 339450222426700
UPDATE_ITEM: 1 ms, EndTime: 339450223478500
READ_ITEM: 0 ms, EndTime: 339450224147500
UPDATE_ITEM: 1 ms, EndTime: 339450225398500
READ_ITEM: 0 ms, EndTime: 339450226277100
UPDATE_ITEM: 1 ms, EndTime: 339450227572300
READ_ITEM: 1 ms, EndTime: 339450228610400
UPDATE_ITEM: 2 ms, EndTime: 339450230713400
READ_ITEM: 0 ms, EndTime: 339450231482500
UPDATE_ITEM: 1 ms, EndTime: 339450232531100
UPDATE_ITEM: 1 ms, EndTime: 339450234018900
UPDATE_ITEM: 1 ms, EndTime: 339450235115800
UPDATE_ITEM: 1 ms, EndTime: 339450236137100
READ_ITEM: 0 ms, EndTime: 339450236807300
UPDATE_ITEM: 1 ms, EndTime: 339450237935800
READ_ITEM: 0 ms, EndTime: 339450238619400
UPDATE_ITEM: 1 ms, EndTime: 339450240252200
READ_ITEM: 0 ms, EndTime: 339450240924900
